cluster_id,keyphrases,classification
1318,['Substance Reliance for Emotional Coping'],Barrier
1319,['Detox Interruption from Pregnancy Complications'],Barrier
1321,"['Honesty in Recovery Process', 'Fear of Sharing in Support Groups']",Barrier
1322,['Guilt from Impact on Children'],Barrier
1323,['Drug-Related Memory Flashbacks'],Barrier
1324,['Rehab Accessibility Uncertainty'],Barrier
1325,['Stress from Inconsiderate Family Actions'],Barrier
1326,['Mistrust in Discount Programs'],Barrier
1327,['Job-Related Physical Demands'],Barrier
1328,"['Mental Health Impact on Daily Functioning', 'Anxiety and Insomnia Challenges']",Barrier
1329,['Insufficient Recovery Time Off Work'],Barrier
1330,['Treatment Efficacy Concerns'],Barrier
1332,['Medication Side Effects Complications'],Barrier
1333,"['Temporary Support System Absence', 'Childcare Support Challenges']",Barrier
1334,['Emotional Impact from Loss of Contacts'],Barrier
1335,['Depression After Initial Recovery Success'],Barrier
1336,['Insomnia and Anxiety Management'],Barrier
1337,['Health Risks from Unsafe Practices'],Barrier
1338,"['Family Responsibility Pressure', 'Economic Burdens and Stress', 'Role Maintenance Stress']",Barrier
1339,['Patience Development Challenge'],Barrier
1340,['Trust Issues with Family Members'],Barrier
1341,"['Long-Term Sobriety Urges', 'Historical Substance Use Challenges']",Barrier
1342,"['Polydrug Withdrawal Complexities', 'Polysubstance Use Challenges', 'Multiple Dependency Treatment Difficulties']",Barrier
1343,['Maintenance Routine Emotional Strain'],Barrier
1344,['Medical Group Dismissal Consequences'],Barrier
1345,"['Unpredictable Recovery Symptoms', 'Energy Fluctuation Challenges']",Barrier
1346,"['Special Occasion Use Temptation', 'Controlled Use Risk Perception', 'Balancing Use with Functionality']",Barrier
1347,['Chronic Anxiety and Pain Management'],Barrier
1348,['Stress-Induced Panic Attacks'],Barrier
1349,['Relapse Cycle from Temporary Relief'],Barrier
1350,['Fear of Abandonment and Failure'],Barrier
1352,['Fear of Withdrawal Unknowns'],Barrier
1353,"['Depression Impact on Recovery', 'Suicidal Thoughts Barrier']",Barrier
1355,['Financial Barriers to Medical Care'],Barrier
1356,['Primary Income Earner Stress'],Barrier
1357,['Grounding Technique Practice Difficulty'],Barrier
1358,['Post-Manic Episode Exhaustion'],Barrier
1359,['Anti-Authority Sentiment Conflict'],Barrier
1360,"['Strict Prescription Termination Policy', 'Withdrawal Risk from Medication Access Interruption']",Barrier
1361,['Boredom and Restlessness During Recovery'],Barrier
1362,"['Behavioral Patterns Affecting Relationships', 'Difficulty in Daily Role Functioning']",Barrier
1363,"['Hospital Infection Fears', 'COVID-19 Concerns Preventing Medical Help']",Barrier
1364,['Depression Limiting Activity Engagement'],Barrier
1365,['Life Achievements Distracting from Recovery'],Barrier
1366,"['Misinformation from Pharmacy Technicians', 'Pharmacy Closure Access Issues']",Barrier
1367,['Relocation for Insurance and Old Friends Influence'],Barrier
1368,"['Relationship Deterioration from Mutual Addiction', 'Personal Relationship Conflicts']",Barrier
